GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39
1500000US110010003001,110010003001,"Block Group 1, Census Tract 3, District of Columbia, District of Columbia",1114,308,125,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,125,104,88,82,75,79,13,21,37,45,989,293,663,265,634,264,610,249,24,38,29,51,0,12,0,12,0,12,29,51,29,51,0,12,326,195,192,76,164,73,28,33,134,157
1500000US110010003002,110010003002,"Block Group 2, Census Tract 3, District of Columbia, District of Columbia",1492,261,76,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,76,55,40,40,18,29,22,27,36,34,1416,262,699,264,636,245,636,245,0,12,63,97,63,97,63,97,0,12,0,12,0,12,0,12,717,160,581,133,449,135,132,68,136,72
1500000US110010003003,110010003003,"Block Group 3, Census Tract 3, District of Columbia, District of Columbia",1611,625,682,490,18,29,18,29,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,664,489,162,90,58,57,104,80,502,428,929,244,557,233,433,198,415,188,18,30,124,142,0,12,0,12,0,12,124,142,124,142,0,12,372,118,213,83,181,78,32,29,159,88
1500000US110010003004,110010003004,"Block Group 4, Census Tract 3, District of Columbia, District of Columbia",1922,419,188,127,61,80,0,12,0,12,0,12,61,80,0,12,0,12,0,12,61,80,34,57,27,33,127,104,21,25,0,12,21,25,106,86,1734,389,840,345,747,351,721,335,26,40,93,90,0,12,0,12,0,12,93,90,80,86,13,21,894,313,345,93,121,72,224,80,549,252
1500000US110010004001,110010004001,"Block Group 1, Census Tract 4, District of Columbia, District of Columbia",555,139,45,29,16,24,16,24,0,12,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,19,5,8,5,8,0,12,24,18,510,132,424,128,415,130,415,130,0,12,9,15,9,15,9,15,0,12,0,12,0,12,0,12,86,41,67,31,56,30,11,12,19,21
1500000US110010004002,110010004002,"Block Group 2, Census Tract 4, District of Columbia, District of Columbia",1048,217,121,77,66,56,49,49,24,36,25,32,17,24,0,12,0,12,0,12,17,24,17,24,0,12,55,52,14,16,14,16,0,12,41,50,927,210,670,209,585,205,499,154,86,71,85,73,28,41,24,34,4,8,57,56,57,56,0,12,257,91,202,63,145,56,57,40,55,51
1500000US110010005011,110010005011,"Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia",1467,288,125,89,55,77,11,19,0,12,11,19,44,74,0,12,0,12,0,12,44,74,44,74,0,12,70,48,53,40,41,36,12,21,17,16,1342,286,595,211,554,211,514,199,40,46,41,68,0,12,0,12,0,12,41,68,41,68,0,12,747,252,487,134,345,133,142,88,260,189
1500000US110010005012,110010005012,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",1967,310,132,143,73,122,0,12,0,12,0,12,73,122,0,12,0,12,0,12,73,122,73,122,0,12,59,70,33,43,0,12,33,43,26,29,1835,308,888,274,726,273,726,273,0,12,162,119,80,93,80,93,0,12,82,73,82,73,0,12,947,190,760,137,626,142,134,76,187,107
1500000US110010005021,110010005021,"Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia",1669,182,29,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,25,10,15,6,11,4,10,19,21,1640,180,1021,149,942,170,930,164,12,18,79,66,61,57,61,57,0,12,18,29,18,29,0,12,619,144,419,72,287,63,132,52,200,97
1500000US110010005022,110010005022,"Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia",1376,163,37,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,29,37,29,37,29,0,12,0,12,1339,166,535,152,514,146,500,140,14,20,21,34,0,12,0,12,0,12,21,34,21,34,0,12,804,167,551,93,391,86,160,59,253,102
1500000US110010006001,110010006001,"Block Group 1, Census Tract 6, District of Columbia, District of Columbia",1131,298,65,49,19,29,19,29,0,12,19,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,38,46,38,46,38,0,12,0,12,1066,293,684,283,539,214,539,214,0,12,145,196,0,12,0,12,0,12,145,196,145,196,0,12,382,158,320,104,253,88,67,82,62,73
1500000US110010006002,110010006002,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",988,373,62,73,52,71,52,71,0,12,52,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,10,16,10,16,0,12,0,12,926,314,637,315,573,306,556,308,17,26,64,75,0,12,0,12,0,12,64,75,64,75,0,12,289,149,236,118,190,110,46,53,53,58
1500000US110010006003,110010006003,"Block Group 3, Census Tract 6, District of Columbia, District of Columbia",802,250,129,123,75,111,13,20,0,12,13,20,62,110,0,12,0,12,0,12,62,110,62,110,0,12,54,49,29,33,29,33,0,12,25,38,673,242,538,244,538,244,538,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,135,86,135,86,114,81,21,32,0,12
1500000US110010006004,110010006004,"Block Group 4, Census Tract 6, District of Columbia, District of Columbia",1699,345,15,26,15,26,15,26,0,12,15,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1684,343,1058,337,958,352,958,352,0,12,100,128,28,46,28,46,0,12,72,117,72,117,0,12,626,214,329,107,184,65,145,90,297,149
1500000US110010007011,110010007011,"Block Group 1, Census Tract 7.01, District of Columbia, District of Columbia",1243,287,356,215,92,107,35,56,35,56,0,12,57,92,0,12,0,12,0,12,57,92,57,92,0,12,264,184,143,98,87,83,56,64,121,113,887,249,468,239,468,239,468,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,419,116,394,106,374,103,20,24,25,27
1500000US110010007012,110010007012,"Block Group 2, Census Tract 7.01, District of Columbia, District of Columbia",1382,422,40,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,43,40,43,40,43,0,12,0,12,1342,422,760,422,698,420,698,420,0,12,62,70,0,12,0,12,0,12,62,70,62,70,0,12,582,150,582,150,582,150,0,12,0,12
1500000US110010007013,110010007013,"Block Group 3, Census Tract 7.01, District of Columbia, District of Columbia",1685,269,85,85,44,70,44,70,44,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,45,41,45,41,45,0,12,0,12,1600,261,740,289,668,284,668,284,0,12,72,86,22,35,22,35,0,12,50,76,50,76,0,12,860,177,760,138,675,132,85,65,100,79
1500000US110010007014,110010007014,"Block Group 4, Census Tract 7.01, District of Columbia, District of Columbia",1015,349,157,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,157,193,62,59,40,47,22,36,95,152,858,324,524,336,524,336,524,336,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,334,130,305,118,277,115,28,34,29,36
1500000US110010007021,110010007021,"Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia",1465,215,152,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,152,89,93,76,89,76,4,7,59,44,1313,216,781,234,447,210,447,210,0,12,334,170,108,125,108,125,0,12,226,123,160,87,66,44,532,138,443,124,314,113,129,66,89,47
1500000US110010007022,110010007022,"Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia",1031,261,216,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,216,186,123,91,80,85,43,50,93,140,815,210,220,119,152,102,152,102,0,12,68,85,0,12,0,12,0,12,68,85,68,85,0,12,595,193,563,189,544,187,19,24,32,39
1500000US110010007023,110010007023,"Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia",860,267,54,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,71,13,21,13,21,0,12,41,65,806,285,194,132,110,80,110,80,0,12,84,106,49,93,49,93,0,12,35,54,35,54,0,12,612,276,412,128,277,116,135,86,200,192
1500000US110010008011,110010008011,"Block Group 1, Census Tract 8.01, District of Columbia, District of Columbia",2153,347,403,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,403,180,144,60,64,53,80,42,259,163,1750,346,995,379,855,310,855,310,0,12,140,227,0,12,0,12,0,12,140,227,140,227,0,12,755,151,733,144,687,129,46,62,22,27
1500000US110010008012,110010008012,"Block Group 2, Census Tract 8.01, District of Columbia, District of Columbia",851,304,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,851,304,718,297,542,244,542,244,0,12,176,189,143,211,109,161,34,50,33,55,33,55,0,12,133,114,106,95,87,90,19,29,27,41
1500000US110010008013,110010008013,"Block Group 3, Census Tract 8.01, District of Columbia, District of Columbia",2626,604,349,405,82,80,53,65,35,57,18,28,29,47,0,12,0,12,0,12,29,47,29,47,0,12,267,398,45,71,0,12,45,71,222,327,2277,447,1966,488,1887,484,1873,482,14,23,79,88,41,64,41,64,0,12,38,57,38,57,0,12,311,110,263,98,240,99,23,28,48,63
1500000US110010008014,110010008014,"Block Group 4, Census Tract 8.01, District of Columbia, District of Columbia",706,237,16,19,12,19,12,19,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,5,0,12,0,12,0,12,4,5,690,233,319,206,264,201,264,201,0,12,55,70,55,70,55,70,0,12,0,12,0,12,0,12,371,219,192,93,122,72,70,61,179,155
1500000US110010008021,110010008021,"Block Group 1, Census Tract 8.02, District of Columbia, District of Columbia",1840,233,191,106,64,61,5,8,0,12,5,8,59,60,8,13,0,12,8,13,51,64,51,64,0,12,127,84,72,46,38,26,34,39,55,54,1649,223,1080,241,849,207,849,207,0,12,231,153,51,60,37,41,14,21,180,141,168,134,12,21,569,154,425,94,318,78,107,73,144,91
1500000US110010008022,110010008022,"Block Group 2, Census Tract 8.02, District of Columbia, District of Columbia",1373,338,338,199,46,44,46,44,0,12,46,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,292,205,93,71,63,62,30,37,199,181,1035,262,906,261,885,257,841,243,44,57,21,34,0,12,0,12,0,12,21,34,21,34,0,12,129,130,78,62,40,28,38,52,51,71
1500000US110010009011,110010009011,"Block Group 1, Census Tract 9.01, District of Columbia, District of Columbia",1663,267,129,95,117,94,117,94,51,61,66,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,12,19,12,19,0,12,0,12,1534,240,1428,249,1406,246,1385,236,21,29,22,34,22,34,22,34,0,12,0,12,0,12,0,12,106,59,86,45,65,40,21,25,20,23
1500000US110010009012,110010009012,"Block Group 2, Census Tract 9.01, District of Columbia, District of Columbia",1725,309,67,43,46,32,46,32,0,12,46,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,27,13,16,4,9,9,14,8,12,1658,313,1473,314,1409,316,1322,272,87,64,64,74,0,12,0,12,0,12,64,74,64,74,0,12,185,95,143,57,134,55,9,14,42,64
1500000US110010009013,110010009013,"Block Group 3, Census Tract 9.01, District of Columbia, District of Columbia",1314,287,270,203,17,27,0,12,0,12,0,12,17,27,0,12,0,12,0,12,17,27,0,12,17,27,253,202,52,58,0,12,52,58,201,189,1044,155,906,151,847,159,819,154,28,31,59,68,0,12,0,12,0,12,59,68,59,68,0,12,138,91,63,39,51,35,12,18,75,86
1500000US110010009021,110010009021,"Block Group 1, Census Tract 9.02, District of Columbia, District of Columbia",1067,209,34,23,27,22,14,14,0,12,14,14,13,18,13,18,13,18,0,12,0,12,0,12,0,12,7,5,0,12,0,12,0,12,7,5,1033,207,931,223,806,229,782,227,24,23,125,91,49,47,35,41,14,16,76,78,76,78,0,12,102,47,74,32,54,28,20,16,28,23
1500000US110010009022,110010009022,"Block Group 2, Census Tract 9.02, District of Columbia, District of Columbia",1400,170,23,20,15,16,15,16,0,12,15,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,8,12,1377,162,1173,156,977,162,977,162,0,12,196,108,24,26,24,26,0,12,172,105,157,100,15,17,204,112,132,45,85,28,47,35,72,74
1500000US110010010011,110010010011,"Block Group 1, Census Tract 10.01, District of Columbia, District of Columbia",943,262,41,50,24,39,24,39,0,12,24,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,32,0,12,0,12,0,12,17,32,902,232,712,230,617,237,617,237,0,12,95,111,0,12,0,12,0,12,95,111,95,111,0,12,190,153,97,67,69,57,28,32,93,106
1500000US110010010012,110010010012,"Block Group 2, Census Tract 10.01, District of Columbia, District of Columbia",2099,309,71,75,37,42,37,42,0,12,37,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,61,0,12,0,12,0,12,34,61,2028,282,1458,308,1222,305,1194,293,28,46,236,170,105,79,92,72,13,20,131,158,131,158,0,12,570,142,443,120,367,115,76,36,127,57
1500000US110010010013,110010010013,"Block Group 3, Census Tract 10.01, District of Columbia, District of Columbia",1069,212,13,19,13,19,13,19,0,12,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1056,210,1024,217,982,219,982,219,0,12,42,67,0,12,0,12,0,12,42,67,42,67,0,12,32,37,32,37,32,37,0,12,0,12
1500000US110010010014,110010010014,"Block Group 4, Census Tract 10.01, District of Columbia, District of Columbia",1557,315,98,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,98,89,0,12,0,12,0,12,98,89,1459,329,1264,355,1039,308,1039,308,0,12,225,188,154,169,126,130,28,40,71,86,71,86,0,12,195,165,108,74,35,40,73,68,87,98
1500000US110010010015,110010010015,"Block Group 5, Census Tract 10.01, District of Columbia, District of Columbia",1032,264,124,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,107,27,32,17,28,10,15,97,107,908,271,869,281,869,281,869,281,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,47,25,29,15,24,10,16,14,24
1500000US110010010016,110010010016,"Block Group 6, Census Tract 10.01, District of Columbia, District of Columbia",965,227,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,36,22,36,22,36,0,12,0,12,943,228,810,258,693,250,670,230,23,35,117,111,0,12,0,12,0,12,117,111,117,111,0,12,133,83,120,73,105,68,15,24,13,21
1500000US110010010021,110010010021,"Block Group 1, Census Tract 10.02, District of Columbia, District of Columbia",1345,412,838,319,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,838,319,382,123,157,99,225,100,456,246,507,364,318,349,318,349,318,349,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,189,123,136,117,112,112,24,28,53,49
1500000US110010010022,110010010022,"Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia",1521,275,125,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,125,111,34,32,0,12,34,32,91,93,1396,264,781,291,693,287,655,260,38,55,88,80,21,35,21,35,0,12,67,74,67,74,0,12,615,146,537,133,475,139,62,45,78,51
1500000US110010010023,110010010023,"Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia",895,261,37,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,42,20,31,20,31,0,12,17,27,858,266,548,282,548,282,548,282,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,310,122,287,114,257,109,30,31,23,28
1500000US110010011001,110010011001,"Block Group 1, Census Tract 11, District of Columbia, District of Columbia",1969,312,27,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,31,10,16,0,12,10,16,17,27,1942,315,1543,340,1438,365,1386,360,52,58,105,122,52,83,52,83,0,12,53,88,53,88,0,12,399,125,360,115,334,113,26,29,39,47
1500000US110010011002,110010011002,"Block Group 2, Census Tract 11, District of Columbia, District of Columbia",1387,309,147,132,70,89,0,12,0,12,0,12,70,89,70,89,70,89,0,12,0,12,0,12,0,12,77,93,59,89,59,89,0,12,18,29,1240,312,1103,315,895,277,895,277,0,12,208,119,121,93,121,93,0,12,87,75,87,75,0,12,137,85,108,65,83,58,25,28,29,33
1500000US110010011003,110010011003,"Block Group 3, Census Tract 11, District of Columbia, District of Columbia",814,268,34,52,34,52,0,12,0,12,0,12,34,52,0,12,0,12,0,12,34,52,0,12,34,52,0,12,0,12,0,12,0,12,0,12,780,250,719,260,651,253,651,253,0,12,68,106,0,12,0,12,0,12,68,106,68,106,0,12,61,49,61,49,61,49,0,12,0,12
