"timeframe","geo2010","geo2010_nf","start_date","end_date","PctUnemployed","Pct16andOverEmployed","PctUnemployed_m","Pct16andOverEmployed_m","ucounty","indc"
"2012-16","MD Tract 033 8048.02",24033804802,"01JAN2012","31DEC2016",7.7,76,4.9,8.4,"Prince George's",0
"2012-16","MD Tract 033 8049",24033804900,"01JAN2012","31DEC2016",4.3,69,3.0,7.3,"Prince George's",0
"2012-16","MD Tract 033 8050",24033805000,"01JAN2012","31DEC2016",4.8,65,4.5,7.7,"Prince George's",0
"2012-16","MD Tract 033 8051.01",24033805101,"01JAN2012","31DEC2016",8.7,74,5.4,1.7,"Prince George's",0
"2012-16","MD Tract 033 8052.01",24033805201,"01JAN2012","31DEC2016",11,68,4.1,7.0,"Prince George's",0
"2012-16","MD Tract 033 8052.02",24033805202,"01JAN2012","31DEC2016",10.0,71,5.1,5.5,"Prince George's",0
"2012-16","MD Tract 033 8055",24033805500,"01JAN2012","31DEC2016",8.1,76,4.7,7.0,"Prince George's",0
"2012-16","MD Tract 033 8056.01",24033805601,"01JAN2012","31DEC2016",2.8,79,2.6,6.0,"Prince George's",0
"2012-16","MD Tract 033 8056.02",24033805602,"01JAN2012","31DEC2016",3.3,81,2.9,6.4,"Prince George's",0
"2012-16","MD Tract 033 8057",24033805700,"01JAN2012","31DEC2016",5.8,71,3.1,5.7,"Prince George's",0
"2012-16","MD Tract 033 8058.01",24033805801,"01JAN2012","31DEC2016",3.0,76,2.3,7.0,"Prince George's",0
"2012-16","MD Tract 033 8058.02",24033805802,"01JAN2012","31DEC2016",3.3,73,2.7,6.2,"Prince George's",0
"2012-16","MD Tract 033 8059.04",24033805904,"01JAN2012","31DEC2016",4.3,61,3.3,6.0,"Prince George's",0
"2012-16","MD Tract 033 8059.06",24033805906,"01JAN2012","31DEC2016",3.6,79,3.6,5.9,"Prince George's",0
"2012-16","MD Tract 033 8059.07",24033805907,"01JAN2012","31DEC2016",6.6,77,3.8,6.7,"Prince George's",0
"2012-16","MD Tract 033 8059.08",24033805908,"01JAN2012","31DEC2016",2.4,73,4.2,17,"Prince George's",0
"2012-16","MD Tract 033 8059.09",24033805909,"01JAN2012","31DEC2016",9.2,69,5.1,6.9,"Prince George's",0
"2012-16","MD Tract 033 8060",24033806000,"01JAN2012","31DEC2016",7.7,73,4.7,8.6,"Prince George's",0
"2012-16","MD Tract 033 8061",24033806100,"01JAN2012","31DEC2016",4.4,75,3.4,6.9,"Prince George's",0
"2012-16","MD Tract 033 8062",24033806200,"01JAN2012","31DEC2016",6.9,71,3.6,7.0,"Prince George's",0
"2012-16","MD Tract 033 8063",24033806300,"01JAN2012","31DEC2016",3.5,75,4.1,6.9,"Prince George's",0
"2012-16","MD Tract 033 8064",24033806400,"01JAN2012","31DEC2016",4.5,64,3.4,5.3,"Prince George's",0
"2012-16","MD Tract 033 8065.01",24033806501,"01JAN2012","31DEC2016",8.0,67,3.9,7.0,"Prince George's",0
"2012-16","MD Tract 033 8066.01",24033806601,"01JAN2012","31DEC2016",5.8,69,3.8,5.0,"Prince George's",0
"2012-16","MD Tract 033 8066.02",24033806602,"01JAN2012","31DEC2016",4.8,73,3.4,6.8,"Prince George's",0
"2012-16","MD Tract 033 8067.06",24033806706,"01JAN2012","31DEC2016",6.7,59,4.3,6.3,"Prince George's",0
"2012-16","MD Tract 033 8067.08",24033806708,"01JAN2012","31DEC2016",5.7,69,4.4,10,"Prince George's",0
"2012-16","MD Tract 033 8067.10",24033806710,"01JAN2012","31DEC2016",9.2,68,4.5,10.0,"Prince George's",0
"2012-16","MD Tract 033 8067.11",24033806711,"01JAN2012","31DEC2016",9.2,60,6.3,7.8,"Prince George's",0
"2012-16","MD Tract 033 8067.12",24033806712,"01JAN2012","31DEC2016",9.1,76,4.7,9.6,"Prince George's",0
"2012-16","MD Tract 033 8067.13",24033806713,"01JAN2012","31DEC2016",6.6,74,3.8,8.3,"Prince George's",0
"2012-16","MD Tract 033 8067.14",24033806714,"01JAN2012","31DEC2016",5.7,77,3.6,5.7,"Prince George's",0
"2012-16","MD Tract 033 8068",24033806800,"01JAN2012","31DEC2016",4.7,69,3.0,5.1,"Prince George's",0
"2012-16","MD Tract 033 8069",24033806900,"01JAN2012","31DEC2016",5.4,73,3.3,6.0,"Prince George's",0
"2012-16","MD Tract 033 8070",24033807000,"01JAN2012","31DEC2016",5.8,57,3.5,4.9,"Prince George's",0
"2012-16","MD Tract 033 8071.02",24033807102,"01JAN2012","31DEC2016",11,71,4.9,6.5,"Prince George's",0
"2012-16","MD Tract 033 8072",24033807200,"01JAN2012","31DEC2016",7.6,29,3.1,2.4,"Prince George's",0
"2012-16","MD Tract 033 8073.01",24033807301,"01JAN2012","31DEC2016",9.6,66,4.6,5.9,"Prince George's",0
"2012-16","MD Tract 033 8073.04",24033807304,"01JAN2012","31DEC2016",6.2,63,5.6,8.7,"Prince George's",0
"2012-16","MD Tract 033 8073.05",24033807305,"01JAN2012","31DEC2016",6.5,69,5.1,9.8,"Prince George's",0
"2012-16","MD Tract 033 8074.04",24033807404,"01JAN2012","31DEC2016",3.9,74,2.6,6.8,"Prince George's",0
"2012-16","MD Tract 033 8074.05",24033807405,"01JAN2012","31DEC2016",8.3,69,4.1,9.5,"Prince George's",0
"2012-16","MD Tract 033 8074.07",24033807407,"01JAN2012","31DEC2016",5.0,73,3.0,8.1,"Prince George's",0
"2012-16","MD Tract 033 8074.08",24033807408,"01JAN2012","31DEC2016",6.7,69,4.1,7.6,"Prince George's",0
"2012-16","MD Tract 033 8074.09",24033807409,"01JAN2012","31DEC2016",11,65,4.5,5.5,"Prince George's",0
"2012-16","MD Tract 033 8074.10",24033807410,"01JAN2012","31DEC2016",8.4,67,4.7,6.7,"Prince George's",0
"2012-16","VA Tract 013 1001",51013100100,"01JAN2012","31DEC2016",2.1,71,3.4,4.6,"Arlington",0
"2012-16","VA Tract 013 1002",51013100200,"01JAN2012","31DEC2016",2.0,63,3.3,6.3,"Arlington",0
"2012-16","VA Tract 013 1003",51013100300,"01JAN2012","31DEC2016",4.4,53,3.5,5.4,"Arlington",0
"2012-16","VA Tract 013 1004",51013100400,"01JAN2012","31DEC2016",2.2,66,3.2,6.2,"Arlington",0
"2012-16","VA Tract 013 1005",51013100500,"01JAN2012","31DEC2016",4.9,69,3.3,5.8,"Arlington",0
"2012-16","VA Tract 013 1006",51013100600,"01JAN2012","31DEC2016",2.2,68,3.5,7.8,"Arlington",0
"2012-16","VA Tract 013 1007",51013100700,"01JAN2012","31DEC2016",1.3,77,2.7,6.1,"Arlington",0
"2012-16","VA Tract 013 1008",51013100800,"01JAN2012","31DEC2016",4.1,72,6.4,7.2,"Arlington",0
"2012-16","VA Tract 013 1009",51013100900,"01JAN2012","31DEC2016",4.1,73,3.2,6.0,"Arlington",0
"2012-16","VA Tract 013 1010",51013101000,"01JAN2012","31DEC2016",2.4,79,3.3,7.2,"Arlington",0
"2012-16","VA Tract 013 1011",51013101100,"01JAN2012","31DEC2016",1.7,80,2.5,6.6,"Arlington",0
"2012-16","VA Tract 013 1012",51013101200,"01JAN2012","31DEC2016",2.8,62,3.7,7.6,"Arlington",0
"2012-16","VA Tract 013 1013",51013101300,"01JAN2012","31DEC2016",2.8,80,2.5,11,"Arlington",0
"2012-16","VA Tract 013 1014.01",51013101401,"01JAN2012","31DEC2016",1.8,88,5.2,10.0,"Arlington",0
"2012-16","VA Tract 013 1014.02",51013101402,"01JAN2012","31DEC2016",1.5,83,2.7,13,"Arlington",0
"2012-16","VA Tract 013 1014.03",51013101403,"01JAN2012","31DEC2016",3.6,81,2.5,6.9,"Arlington",0
"2012-16","VA Tract 013 1014.04",51013101404,"01JAN2012","31DEC2016",3.7,79,3.2,7.8,"Arlington",0
"2012-16","VA Tract 013 1015",51013101500,"01JAN2012","31DEC2016",2.0,82,2.0,4.3,"Arlington",0
"2012-16","VA Tract 013 1016.01",51013101601,"01JAN2012","31DEC2016",3.8,80,6.0,10,"Arlington",0
"2012-16","VA Tract 013 1016.02",51013101602,"01JAN2012","31DEC2016",3.4,81,5.5,13,"Arlington",0
"2012-16","VA Tract 013 1016.03",51013101603,"01JAN2012","31DEC2016",5.2,77,5.3,6.9,"Arlington",0
"2012-16","VA Tract 013 1017.01",51013101701,"01JAN2012","31DEC2016",0.0,79,2.2,9.3,"Arlington",0
"2012-16","VA Tract 013 1017.02",51013101702,"01JAN2012","31DEC2016",6.3,77,3.2,4.6,"Arlington",0
"2012-16","VA Tract 013 1017.03",51013101703,"01JAN2012","31DEC2016",1.8,83,4.2,9.6,"Arlington",0
"2012-16","VA Tract 013 1018.01",51013101801,"01JAN2012","31DEC2016",1.5,93,2.5,3.4,"Arlington",0
"2012-16","VA Tract 013 1018.02",51013101802,"01JAN2012","31DEC2016",2.8,84,2.3,7.2,"Arlington",0
"2012-16","VA Tract 013 1018.03",51013101803,"01JAN2012","31DEC2016",3.9,84,2.9,8.8,"Arlington",0
"2012-16","VA Tract 013 1019",51013101900,"01JAN2012","31DEC2016",2.6,76,3.7,7.0,"Arlington",0
"2012-16","VA Tract 013 1020.01",51013102001,"01JAN2012","31DEC2016",1.0,73,3.7,6.2,"Arlington",0
"2012-16","VA Tract 013 1020.02",51013102002,"01JAN2012","31DEC2016",2.8,79,6.9,9.5,"Arlington",0
"2012-16","VA Tract 013 1020.03",51013102003,"01JAN2012","31DEC2016",4.0,62,4.7,6.4,"Arlington",0
"2012-16","VA Tract 013 1021",51013102100,"01JAN2012","31DEC2016",3.1,58,5.1,5.4,"Arlington",0
"2012-16","VA Tract 013 1022",51013102200,"01JAN2012","31DEC2016",6.1,67,3.2,7.3,"Arlington",0
"2012-16","VA Tract 013 1023.01",51013102301,"01JAN2012","31DEC2016",2.6,78,5.9,9.7,"Arlington",0
"2012-16","VA Tract 013 1023.02",51013102302,"01JAN2012","31DEC2016",5.6,73,4.4,7.0,"Arlington",0
"2012-16","VA Tract 013 1024",51013102400,"01JAN2012","31DEC2016",6.3,75,4.3,5.7,"Arlington",0
"2012-16","VA Tract 013 1025",51013102500,"01JAN2012","31DEC2016",2.1,84,2.6,8.4,"Arlington",0
"2012-16","VA Tract 013 1026",51013102600,"01JAN2012","31DEC2016",9.3,64,4.6,6.9,"Arlington",0
"2012-16","VA Tract 013 1027.01",51013102701,"01JAN2012","31DEC2016",4.6,79,3.3,8.5,"Arlington",0
"2012-16","VA Tract 013 1027.02",51013102702,"01JAN2012","31DEC2016",3.6,83,3.9,8.0,"Arlington",0
"2012-16","VA Tract 013 1028.01",51013102801,"01JAN2012","31DEC2016",2.3,74,2.3,5.3,"Arlington",0
"2012-16","VA Tract 013 1028.02",51013102802,"01JAN2012","31DEC2016",5.4,65,9.1,8.8,"Arlington",0
"2012-16","VA Tract 013 1029.01",51013102901,"01JAN2012","31DEC2016",2.3,83,3.4,6.1,"Arlington",0
"2012-16","VA Tract 013 1029.02",51013102902,"01JAN2012","31DEC2016",4.3,86,3.5,17,"Arlington",0
"2012-16","VA Tract 013 1030",51013103000,"01JAN2012","31DEC2016",4.1,77,3.7,7.5,"Arlington",0
"2012-16","VA Tract 013 1031",51013103100,"01JAN2012","31DEC2016",7.4,71,4.3,6.1,"Arlington",0
"2012-16","VA Tract 013 1032",51013103200,"01JAN2012","31DEC2016",1.8,80,2.8,5.1,"Arlington",0
"2012-16","VA Tract 013 1033",51013103300,"01JAN2012","31DEC2016",1.4,73,4.4,8.0,"Arlington",0
"2012-16","VA Tract 013 1034.01",51013103401,"01JAN2012","31DEC2016",16,96,122,40,"Arlington",0
"2012-16","VA Tract 013 1034.02",51013103402,"01JAN2012","31DEC2016",2.8,81,2.3,6.3,"Arlington",0
"2012-16","VA Tract 013 1035.01",51013103501,"01JAN2012","31DEC2016",1.3,77,2.8,9.0,"Arlington",0
"2012-16","VA Tract 013 1035.02",51013103502,"01JAN2012","31DEC2016",4.1,71,3.2,6.0,"Arlington",0
"2012-16","VA Tract 013 1035.03",51013103503,"01JAN2012","31DEC2016",5.4,82,3.3,4.6,"Arlington",0
"2012-16","VA Tract 013 1036.01",51013103601,"01JAN2012","31DEC2016",1.0,86,3.4,6.8,"Arlington",0
"2012-16","VA Tract 013 1036.02",51013103602,"01JAN2012","31DEC2016",4.1,76,6.6,5.9,"Arlington",0
"2012-16","VA Tract 013 1037",51013103700,"01JAN2012","31DEC2016",2.7,73,3.9,4.8,"Arlington",0
"2012-16","VA Tract 013 1038",51013103800,"01JAN2012","31DEC2016",6.1,78,4.3,6.1,"Arlington",0
"2012-16","VA Tract 043 101",51043010100,"01JAN2012","31DEC2016",4.2,58,2.7,5.1,"Clarke",0
"2012-16","VA Tract 043 102",51043010200,"01JAN2012","31DEC2016",4.3,61,4.7,6.2,"Clarke",0
"2012-16","VA Tract 043 103",51043010300,"01JAN2012","31DEC2016",6.7,64,5.2,7.6,"Clarke",0
"2012-16","VA Tract 047 9301.01",51047930101,"01JAN2012","31DEC2016",10,61,4.2,5.7,"Culpeper",0
"2012-16","VA Tract 047 9301.02",51047930102,"01JAN2012","31DEC2016",3.6,64,2.6,4.7,"Culpeper",0
"2012-16","VA Tract 047 9302.01",51047930201,"01JAN2012","31DEC2016",7.3,61,3.2,6.4,"Culpeper",0
"2012-16","VA Tract 047 9302.02",51047930202,"01JAN2012","31DEC2016",5.9,64,4.1,6.8,"Culpeper",0
"2012-16","VA Tract 047 9303",51047930300,"01JAN2012","31DEC2016",4.4,66,3.6,6.9,"Culpeper",0
"2012-16","VA Tract 047 9304",51047930400,"01JAN2012","31DEC2016",10,60,4.3,5.6,"Culpeper",0
"2012-16","VA Tract 047 9305.01",51047930501,"01JAN2012","31DEC2016",6.0,46,4.9,4.6,"Culpeper",0
"2012-16","VA Tract 047 9305.02",51047930502,"01JAN2012","31DEC2016",6.2,58,4.2,5.8,"Culpeper",0
"2012-16","VA Tract 059 4151",51059415100,"01JAN2012","31DEC2016",7.9,64,4.3,6.6,"Fairfax",0
"2012-16","VA Tract 059 4152",51059415200,"01JAN2012","31DEC2016",4.4,76,3.8,7.4,"Fairfax",0
"2012-16","VA Tract 059 4153",51059415300,"01JAN2012","31DEC2016",3.6,75,3.7,2.5,"Fairfax",0
"2012-16","VA Tract 059 4154.01",51059415401,"01JAN2012","31DEC2016",3.4,79,3.8,11,"Fairfax",0
"2012-16","VA Tract 059 4154.02",51059415402,"01JAN2012","31DEC2016",2.8,59,4.7,7.8,"Fairfax",0
"2012-16","VA Tract 059 4155",51059415500,"01JAN2012","31DEC2016",2.7,61,3.6,7.4,"Fairfax",0
"2012-16","VA Tract 059 4156",51059415600,"01JAN2012","31DEC2016",1.6,57,4.8,7.0,"Fairfax",0
"2012-16","VA Tract 059 4157",51059415700,"01JAN2012","31DEC2016",2.7,67,3.7,5.8,"Fairfax",0
"2012-16","VA Tract 059 4158",51059415800,"01JAN2012","31DEC2016",4.6,67,2.9,4.9,"Fairfax",0
"2012-16","VA Tract 059 4159",51059415900,"01JAN2012","31DEC2016",3.1,64,4.0,7.1,"Fairfax",0
"2012-16","VA Tract 059 4160",51059416000,"01JAN2012","31DEC2016",2.2,75,2.9,6.4,"Fairfax",0
"2012-16","VA Tract 059 4161",51059416100,"01JAN2012","31DEC2016",7.0,57,4.3,4.9,"Fairfax",0
"2012-16","VA Tract 059 4162",51059416200,"01JAN2012","31DEC2016",10,67,10,8.2,"Fairfax",0
"2012-16","VA Tract 059 4163",51059416300,"01JAN2012","31DEC2016",3.8,61,5.8,4.7,"Fairfax",0
"2012-16","VA Tract 059 4201",51059420100,"01JAN2012","31DEC2016",6.8,61,4.4,5.2,"Fairfax",0
"2012-16","VA Tract 059 4202.01",51059420201,"01JAN2012","31DEC2016",8.0,67,5.0,3.2,"Fairfax",0
"2012-16","VA Tract 059 4202.02",51059420202,"01JAN2012","31DEC2016",3.5,84,4.3,7.7,"Fairfax",0
"2012-16","VA Tract 059 4202.03",51059420203,"01JAN2012","31DEC2016",5.5,71,4.3,6.6,"Fairfax",0
"2012-16","VA Tract 059 4203",51059420300,"01JAN2012","31DEC2016",3.5,72,3.4,7.4,"Fairfax",0
"2012-16","VA Tract 059 4204",51059420400,"01JAN2012","31DEC2016",3.9,82,3.2,5.8,"Fairfax",0
"2012-16","VA Tract 059 4205.01",51059420501,"01JAN2012","31DEC2016",6.8,49,8.2,8.8,"Fairfax",0
"2012-16","VA Tract 059 4205.02",51059420502,"01JAN2012","31DEC2016",3.2,84,4.2,8.7,"Fairfax",0
"2012-16","VA Tract 059 4205.03",51059420503,"01JAN2012","31DEC2016",2.3,83,3.0,6.0,"Fairfax",0
"2012-16","VA Tract 059 4206",51059420600,"01JAN2012","31DEC2016",6.5,77,3.8,5.7,"Fairfax",0
"2012-16","VA Tract 059 4207",51059420700,"01JAN2012","31DEC2016",5.2,63,4.0,6.3,"Fairfax",0
"2012-16","VA Tract 059 4208",51059420800,"01JAN2012","31DEC2016",3.6,71,2.9,5.4,"Fairfax",0
"2012-16","VA Tract 059 4210.01",51059421001,"01JAN2012","31DEC2016",5.6,74,3.9,7.2,"Fairfax",0
"2012-16","VA Tract 059 4210.02",51059421002,"01JAN2012","31DEC2016",6.3,73,3.2,6.2,"Fairfax",0
"2012-16","VA Tract 059 4211.01",51059421101,"01JAN2012","31DEC2016",5.8,76,3.2,6.6,"Fairfax",0
"2012-16","VA Tract 059 4211.02",51059421102,"01JAN2012","31DEC2016",2.8,65,3.6,7.0,"Fairfax",0
"2012-16","VA Tract 059 4211.03",51059421103,"01JAN2012","31DEC2016",3.6,74,3.2,5.9,"Fairfax",0
"2012-16","VA Tract 059 4212",51059421200,"01JAN2012","31DEC2016",2.2,64,6.4,6.4,"Fairfax",0
"2012-16","VA Tract 059 4213",51059421300,"01JAN2012","31DEC2016",4.6,74,3.3,6.3,"Fairfax",0
"2012-16","VA Tract 059 4214",51059421400,"01JAN2012","31DEC2016",3.4,72,2.8,6.5,"Fairfax",0
"2012-16","VA Tract 059 4215",51059421500,"01JAN2012","31DEC2016",6.1,70,4.1,8.0,"Fairfax",0
"2012-16","VA Tract 059 4216",51059421600,"01JAN2012","31DEC2016",5.2,70,4.0,7.8,"Fairfax",0
"2012-16","VA Tract 059 4217.01",51059421701,"01JAN2012","31DEC2016",10.0,68,5.2,7.0,"Fairfax",0
"2012-16","VA Tract 059 4217.02",51059421702,"01JAN2012","31DEC2016",5.5,68,3.9,2.2,"Fairfax",0
"2012-16","VA Tract 059 4218",51059421800,"01JAN2012","31DEC2016",9.8,71,4.7,8.3,"Fairfax",0
"2012-16","VA Tract 059 4219",51059421900,"01JAN2012","31DEC2016",14,73,8.5,1.1,"Fairfax",0
"2012-16","VA Tract 059 4220",51059422000,"01JAN2012","31DEC2016",2.3,67,3.5,6.5,"Fairfax",0
"2012-16","VA Tract 059 4221.01",51059422101,"01JAN2012","31DEC2016",3.7,83,2.6,6.1,"Fairfax",0
"2012-16","VA Tract 059 4221.02",51059422102,"01JAN2012","31DEC2016",11,71,5.3,7.2,"Fairfax",0
"2012-16","VA Tract 059 4222.01",51059422201,"01JAN2012","31DEC2016",6.2,65,3.7,5.3,"Fairfax",0
"2012-16","VA Tract 059 4222.02",51059422202,"01JAN2012","31DEC2016",5.1,79,3.8,8.1,"Fairfax",0
"2012-16","VA Tract 059 4223.01",51059422301,"01JAN2012","31DEC2016",1.5,78,3.3,7.5,"Fairfax",0
"2012-16","VA Tract 059 4223.02",51059422302,"01JAN2012","31DEC2016",4.5,74,4.0,6.7,"Fairfax",0
"2012-16","VA Tract 059 4224.01",51059422401,"01JAN2012","31DEC2016",5.5,77,4.7,6.6,"Fairfax",0
"2012-16","VA Tract 059 4224.02",51059422402,"01JAN2012","31DEC2016",3.7,78,3.5,8.3,"Fairfax",0
"2012-16","VA Tract 059 4224.03",51059422403,"01JAN2012","31DEC2016",4.0,68,4.0,5.1,"Fairfax",0
"2012-16","VA Tract 059 4301.01",51059430101,"01JAN2012","31DEC2016",4.4,61,3.2,5.4,"Fairfax",0
"2012-16","VA Tract 059 4301.02",51059430102,"01JAN2012","31DEC2016",5.9,67,4.2,6.9,"Fairfax",0
"2012-16","VA Tract 059 4302.01",51059430201,"01JAN2012","31DEC2016",2.4,67,3.0,4.9,"Fairfax",0
"2012-16","VA Tract 059 4302.02",51059430202,"01JAN2012","31DEC2016",1.3,62,3.3,5.1,"Fairfax",0
"2012-16","VA Tract 059 4302.03",51059430203,"01JAN2012","31DEC2016",4.9,66,3.8,6.9,"Fairfax",0
"2012-16","VA Tract 059 4304",51059430400,"01JAN2012","31DEC2016",2.8,65,3.1,5.9,"Fairfax",0
"2012-16","VA Tract 059 4305",51059430500,"01JAN2012","31DEC2016",3.2,74,5.0,7.2,"Fairfax",0
"2012-16","VA Tract 059 4306",51059430600,"01JAN2012","31DEC2016",4.6,72,2.8,5.5,"Fairfax",0
"2012-16","VA Tract 059 4307",51059430700,"01JAN2012","31DEC2016",4.2,73,3.1,5.0,"Fairfax",0
"2012-16","VA Tract 059 4308.01",51059430801,"01JAN2012","31DEC2016",6.2,66,3.5,4.8,"Fairfax",0
"2012-16","VA Tract 059 4308.02",51059430802,"01JAN2012","31DEC2016",4.4,72,3.1,6.2,"Fairfax",0
"2012-16","VA Tract 059 4309.01",51059430901,"01JAN2012","31DEC2016",7.6,70,4.3,5.8,"Fairfax",0
"2012-16","VA Tract 059 4309.02",51059430902,"01JAN2012","31DEC2016",4.7,71,3.7,7.8,"Fairfax",0
"2012-16","VA Tract 059 4310.01",51059431001,"01JAN2012","31DEC2016",5.3,70,3.2,6.2,"Fairfax",0
"2012-16","VA Tract 059 4310.02",51059431002,"01JAN2012","31DEC2016",3.2,74,4.8,6.5,"Fairfax",0
"2012-16","VA Tract 059 4313",51059431300,"01JAN2012","31DEC2016",4.7,69,3.9,5.6,"Fairfax",0
"2012-16","VA Tract 059 4314",51059431400,"01JAN2012","31DEC2016",3.8,67,3.3,6.5,"Fairfax",0
"2012-16","VA Tract 059 4315",51059431500,"01JAN2012","31DEC2016",2.7,66,3.2,5.7,"Fairfax",0
"2012-16","VA Tract 059 4316",51059431600,"01JAN2012","31DEC2016",8.4,47,4.0,5.2,"Fairfax",0
"2012-16","VA Tract 059 4318.01",51059431801,"01JAN2012","31DEC2016",3.5,75,2.7,6.5,"Fairfax",0
"2012-16","VA Tract 059 4318.02",51059431802,"01JAN2012","31DEC2016",2.6,62,3.9,6.2,"Fairfax",0
"2012-16","VA Tract 059 4319",51059431900,"01JAN2012","31DEC2016",2.1,63,4.3,6.3,"Fairfax",0
"2012-16","VA Tract 059 4320",51059432000,"01JAN2012","31DEC2016",1.8,71,3.3,6.1,"Fairfax",0
"2012-16","VA Tract 059 4321",51059432100,"01JAN2012","31DEC2016",6.4,64,3.9,6.6,"Fairfax",0
"2012-16","VA Tract 059 4322.01",51059432201,"01JAN2012","31DEC2016",1.3,76,4.2,9.0,"Fairfax",0
"2012-16","VA Tract 059 4322.02",51059432202,"01JAN2012","31DEC2016",2.5,61,3.0,5.8,"Fairfax",0
"2012-16","VA Tract 059 4323",51059432300,"01JAN2012","31DEC2016",3.9,67,3.5,5.4,"Fairfax",0
"2012-16","VA Tract 059 4324.01",51059432401,"01JAN2012","31DEC2016",5.2,66,3.9,6.3,"Fairfax",0
"2012-16","VA Tract 059 4324.02",51059432402,"01JAN2012","31DEC2016",3.5,65,3.4,5.6,"Fairfax",0
"2012-16","VA Tract 059 4325",51059432500,"01JAN2012","31DEC2016",4.2,67,3.0,5.7,"Fairfax",0
"2012-16","VA Tract 059 4326",51059432600,"01JAN2012","31DEC2016",3.1,74,2.5,6.0,"Fairfax",0
"2012-16","VA Tract 059 4327.01",51059432701,"01JAN2012","31DEC2016",4.9,67,4.1,6.7,"Fairfax",0
"2012-16","VA Tract 059 4327.02",51059432702,"01JAN2012","31DEC2016",3.4,74,2.8,5.7,"Fairfax",0
"2012-16","VA Tract 059 4328",51059432800,"01JAN2012","31DEC2016",3.2,67,4.9,6.4,"Fairfax",0
"2012-16","VA Tract 059 4401",51059440100,"01JAN2012","31DEC2016",4.6,60,4.0,4.9,"Fairfax",0
"2012-16","VA Tract 059 4402.01",51059440201,"01JAN2012","31DEC2016",5.7,87,3.9,8.1,"Fairfax",0
"2012-16","VA Tract 059 4402.02",51059440202,"01JAN2012","31DEC2016",5.4,70,4.1,7.6,"Fairfax",0
"2012-16","VA Tract 059 4403",51059440300,"01JAN2012","31DEC2016",6.3,59,4.3,4.3,"Fairfax",0
"2012-16","VA Tract 059 4405.01",51059440501,"01JAN2012","31DEC2016",5.7,61,4.0,5.6,"Fairfax",0
"2012-16","VA Tract 059 4405.02",51059440502,"01JAN2012","31DEC2016",14,44,3.7,3.4,"Fairfax",0
"2012-16","VA Tract 059 4406",51059440600,"01JAN2012","31DEC2016",3.7,68,3.5,5.6,"Fairfax",0
"2012-16","VA Tract 059 4407.01",51059440701,"01JAN2012","31DEC2016",4.9,62,3.9,5.0,"Fairfax",0
"2012-16","VA Tract 059 4407.02",51059440702,"01JAN2012","31DEC2016",3.9,65,2.9,5.6,"Fairfax",0
"2012-16","VA Tract 059 4408",51059440800,"01JAN2012","31DEC2016",4.8,63,3.3,5.5,"Fairfax",0
"2012-16","VA Tract 059 4501",51059450100,"01JAN2012","31DEC2016",5.6,79,3.4,6.6,"Fairfax",0
"2012-16","VA Tract 059 4502",51059450200,"01JAN2012","31DEC2016",8.0,75,4.5,7.4,"Fairfax",0
"2012-16","VA Tract 059 4503",51059450300,"01JAN2012","31DEC2016",3.9,76,3.1,6.8,"Fairfax",0
"2012-16","VA Tract 059 4504",51059450400,"01JAN2012","31DEC2016",5.0,66,3.9,4.0,"Fairfax",0
"2012-16","VA Tract 059 4505",51059450500,"01JAN2012","31DEC2016",4.9,75,3.4,4.7,"Fairfax",0
"2012-16","VA Tract 059 4506.01",51059450601,"01JAN2012","31DEC2016",1.8,72,2.5,5.4,"Fairfax",0
"2012-16","VA Tract 059 4506.02",51059450602,"01JAN2012","31DEC2016",8.8,76,4.0,4.8,"Fairfax",0
"2012-16","VA Tract 059 4507.01",51059450701,"01JAN2012","31DEC2016",2.7,69,3.3,4.4,"Fairfax",0
"2012-16","VA Tract 059 4507.02",51059450702,"01JAN2012","31DEC2016",5.7,76,5.6,5.8,"Fairfax",0
"2012-16","VA Tract 059 4508",51059450800,"01JAN2012","31DEC2016",5.5,63,5.0,7.0,"Fairfax",0
"2012-16","VA Tract 059 4509",51059450900,"01JAN2012","31DEC2016",1.0,79,5.5,7.9,"Fairfax",0
"2012-16","VA Tract 059 4510",51059451000,"01JAN2012","31DEC2016",8.6,54,6.9,4.4,"Fairfax",0
"2012-16","VA Tract 059 4511",51059451100,"01JAN2012","31DEC2016",4.8,60,5.5,6.2,"Fairfax",0
"2012-16","VA Tract 059 4512",51059451200,"01JAN2012","31DEC2016",1.0,62,6.6,7.1,"Fairfax",0
"2012-16","VA Tract 059 4513",51059451300,"01JAN2012","31DEC2016",2.2,71,4.1,6.5,"Fairfax",0
"2012-16","VA Tract 059 4514",51059451400,"01JAN2012","31DEC2016",6.5,68,5.8,7.5,"Fairfax",0
"2012-16","VA Tract 059 4515.01",51059451501,"01JAN2012","31DEC2016",3.1,70,3.2,8.3,"Fairfax",0
"2012-16","VA Tract 059 4515.02",51059451502,"01JAN2012","31DEC2016",4.3,64,3.3,5.3,"Fairfax",0
"2012-16","VA Tract 059 4516.01",51059451601,"01JAN2012","31DEC2016",9.7,64,5.1,8.1,"Fairfax",0
"2012-16","VA Tract 059 4516.02",51059451602,"01JAN2012","31DEC2016",3.3,73,4.1,8.4,"Fairfax",0
"2012-16","VA Tract 059 4518",51059451800,"01JAN2012","31DEC2016",2.3,66,3.3,6.4,"Fairfax",0
